id,title,description,tags,creator_id,created_at,popularity_score,likes_count,views_count,shares_count
581,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",246,2025-07-18,3.3,11,137,6
582,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",243,2025-03-14,1.7,42,361,12
583,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",229,2025-01-13,2.5,44,311,29
584,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",240,2025-02-03,1.5,14,279,36
585,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",246,2025-07-08,8.8,21,475,7
586,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",226,2025-02-10,3.9,28,96,16
587,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",248,2025-05-29,3.7,90,395,25
588,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",220,2025-04-09,7.8,6,283,20
589,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",229,2025-01-26,7.8,75,1,2
590,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",229,2025-07-20,0.3,16,405,19
591,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",221,2025-07-20,9.0,5,415,17
592,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",217,2025-02-01,3.5,87,25,2
593,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",236,2025-05-30,2.1,27,78,5
594,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",246,2025-03-03,4.5,48,497,27
595,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",219,2025-05-06,2.7,62,175,1
596,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",201,2025-04-24,2.3,45,469,13
597,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",202,2025-01-26,2.6,3,327,48
598,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",231,2025-06-26,9.0,96,22,40
599,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",236,2025-04-11,6.8,99,397,9
600,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",243,2025-04-13,2.0,37,192,32
601,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",209,2025-04-06,6.7,61,235,42
602,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",206,2025-04-15,0.1,21,39,32
603,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",215,2025-03-10,4.0,22,198,40
604,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",215,2025-04-01,4.9,29,205,34
605,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",221,2025-05-23,7.1,37,445,8
606,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",237,2025-07-04,6.8,2,124,33
607,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",238,2025-03-16,9.0,87,474,21
608,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",239,2025-06-21,7.3,83,12,38
609,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",214,2025-04-07,1.8,59,279,31
610,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",228,2025-06-24,7.5,85,32,46
611,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",236,2025-07-31,5.2,51,112,38
612,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",227,2025-07-08,1.8,52,63,15
613,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",205,2025-03-24,6.8,27,49,37
614,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",236,2025-02-11,9.1,68,361,39
615,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",238,2025-05-13,4.9,99,471,8
616,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",232,2025-08-07,7.2,29,130,10
617,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",241,2025-05-19,2.4,96,120,21
618,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",219,2025-05-19,7.4,25,333,17
619,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",242,2025-04-13,2.2,71,4,16
620,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",241,2025-06-13,6.2,85,57,21
621,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",205,2025-01-28,2.8,15,154,12
622,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",204,2025-02-24,10.0,73,67,0
623,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",246,2025-07-03,9.7,38,19,3
624,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",226,2025-03-10,8.0,17,345,42
625,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",206,2025-06-30,0.5,1,236,5
626,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",204,2025-04-10,5.7,41,266,48
627,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",223,2025-07-01,4.8,48,428,1
628,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",241,2025-01-07,9.8,79,57,0
629,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",244,2025-05-31,7.4,50,495,19
630,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",211,2025-02-08,4.2,76,0,10
631,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",238,2025-08-10,3.0,56,271,10
632,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",214,2025-06-06,6.5,65,376,16
633,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",209,2025-05-11,5.6,99,268,6
634,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",215,2025-08-07,7.1,75,127,13
635,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",230,2025-07-09,8.8,32,38,22
636,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",233,2025-01-01,2.4,27,64,11
637,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",213,2025-04-22,5.3,5,354,0
638,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",217,2025-04-05,3.1,73,6,20
639,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",225,2025-04-11,2.1,43,87,11
640,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",241,2025-06-13,0.6,31,346,24
641,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",247,2025-03-23,0.4,58,421,7
642,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",218,2025-02-22,7.4,24,365,9
643,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",213,2025-05-23,3.6,80,438,33
644,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",232,2025-03-04,4.8,23,113,19
645,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",243,2025-05-27,1.5,89,370,4
646,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",214,2025-03-07,6.3,100,106,37
647,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",205,2025-07-07,0.2,72,467,38
648,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",241,2025-04-15,7.4,12,309,49
649,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",205,2025-07-01,8.2,14,184,29
650,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",223,2025-07-23,0.2,12,384,22
651,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",222,2025-06-12,5.7,34,136,27
652,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",225,2025-06-12,9.2,60,413,34
653,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",222,2025-06-04,5.4,86,218,10
654,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",246,2025-03-11,9.5,74,343,44
655,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",202,2025-06-22,0.6,70,375,27
656,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",221,2025-08-13,8.0,11,281,14
657,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",237,2025-05-18,6.9,93,359,40
658,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",214,2025-01-08,9.3,11,116,10
659,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",230,2025-04-28,2.1,60,203,50
660,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",234,2025-05-26,9.5,57,445,22
661,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",209,2025-04-20,9.8,91,84,7
662,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",217,2025-06-01,5.6,15,397,13
663,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",210,2025-02-13,7.3,85,140,34
664,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",248,2025-02-21,7.2,87,368,33
665,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",214,2025-05-22,3.7,99,460,38
666,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",233,2025-03-13,5.0,68,221,39
667,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",215,2025-03-24,6.2,100,294,39
668,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",239,2025-07-02,6.2,73,126,11
669,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",206,2025-01-17,5.4,40,495,30
670,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",227,2025-04-01,1.3,88,194,19
671,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",215,2025-06-30,7.4,22,52,5
672,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",217,2025-04-13,3.9,89,22,44
673,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",210,2025-01-25,8.6,96,69,28
674,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",210,2025-07-04,4.6,8,229,20
675,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",234,2025-06-28,3.4,20,64,36
676,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",220,2025-06-21,0.2,34,447,44
677,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",226,2025-01-21,0.2,2,20,0
678,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",219,2025-05-04,7.5,68,326,48
679,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",222,2025-08-08,9.8,82,321,2
680,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",217,2025-05-28,2.4,9,296,37
681,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",232,2025-04-12,6.7,2,367,22
682,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",237,2025-04-29,9.7,30,351,19
683,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",226,2025-03-25,4.4,99,278,20
684,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",248,2025-06-10,6.7,43,493,33
685,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",202,2025-04-26,9.1,59,408,30
686,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",242,2025-03-27,5.0,19,172,8
687,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",216,2025-07-09,4.7,86,442,37
688,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",242,2025-01-20,2.0,6,170,8
689,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",223,2025-04-05,7.1,66,44,13
690,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",223,2025-06-04,2.3,97,264,35
691,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",209,2025-05-03,6.1,28,77,45
692,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",231,2025-08-02,0.0,32,124,11
693,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",243,2025-04-04,2.4,36,260,50
694,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",239,2025-01-27,1.8,63,3,43
695,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",249,2025-07-24,5.1,59,243,28
696,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",202,2025-08-01,1.6,91,211,4
697,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",245,2025-03-11,5.2,39,261,28
698,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",211,2025-07-03,5.9,77,21,6
699,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",227,2025-05-12,0.1,45,297,20
700,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",244,2025-05-09,6.3,41,497,40
701,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",227,2025-05-19,0.7,14,472,2
702,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",225,2025-05-03,3.3,0,104,29
703,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",221,2025-02-04,1.4,41,236,14
704,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",234,2025-03-11,7.5,98,215,41
705,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",236,2025-02-15,6.7,5,46,35
706,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",203,2025-03-12,7.5,81,274,8
707,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",208,2025-05-17,4.3,19,362,6
708,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",217,2025-04-03,2.8,82,457,34
709,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",237,2025-04-27,9.4,49,115,47
710,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",201,2025-01-09,5.7,3,347,43
711,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",230,2025-04-27,8.3,9,299,4
712,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",248,2025-04-08,4.4,79,225,39
713,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",223,2025-01-06,2.3,3,234,13
714,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",221,2025-05-10,9.0,40,243,10
715,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",221,2025-05-11,7.6,82,359,24
716,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",215,2025-06-19,3.3,14,20,47
717,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",245,2025-04-24,2.0,6,159,1
718,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",243,2025-04-27,3.6,58,461,50
719,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",223,2025-01-25,1.1,54,188,3
720,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",207,2025-04-16,6.1,95,119,38
721,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",248,2025-07-25,6.1,53,415,25
722,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",220,2025-01-28,7.4,6,239,49
723,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",250,2025-03-11,9.0,75,295,16
724,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",244,2025-05-10,3.8,77,294,15
725,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",245,2025-05-13,4.4,4,92,27
726,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",228,2025-03-21,6.2,75,464,40
727,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",223,2025-04-20,4.5,37,472,29
728,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",225,2025-08-03,8.6,29,243,18
729,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",201,2025-07-14,7.3,28,364,43
730,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",213,2025-04-25,7.2,95,300,26
731,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",245,2025-05-07,0.3,65,103,15
732,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",235,2025-02-20,2.2,1,444,12
733,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",225,2025-03-30,7.9,41,233,35
734,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",245,2025-05-25,6.3,26,446,42
735,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",230,2025-01-03,3.6,75,104,27
736,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",248,2025-05-09,0.5,22,322,18
737,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",233,2025-06-06,7.2,96,388,50
738,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",218,2025-04-19,9.1,15,304,35
739,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",216,2025-07-06,7.4,58,270,28
740,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",238,2025-04-11,8.8,32,246,4
741,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",243,2025-06-27,4.7,44,110,44
742,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",235,2025-04-12,5.3,79,49,6
743,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",224,2025-07-20,1.8,97,316,1
744,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",242,2025-07-02,6.7,33,336,41
745,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",237,2025-05-23,8.6,93,408,13
746,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",221,2025-07-08,2.7,36,162,37
747,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",230,2025-08-04,5.8,53,269,34
748,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",239,2025-06-24,5.7,41,487,22
749,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",202,2025-07-16,1.5,44,262,18
750,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",232,2025-01-15,2.4,80,485,20
751,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",235,2025-02-24,7.7,12,153,34
752,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",230,2025-06-24,9.2,61,163,24
753,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",238,2025-06-25,5.7,2,406,13
754,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",217,2025-07-19,6.2,66,61,8
755,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",233,2025-01-31,2.0,21,396,15
756,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",212,2025-05-31,8.1,17,37,33
757,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",240,2025-06-12,6.2,55,55,49
758,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",212,2025-05-10,8.1,14,287,39
759,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",223,2025-06-12,6.3,59,289,43
760,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",232,2025-06-29,3.2,52,187,7
761,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",210,2025-01-10,3.3,67,437,15
762,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",222,2025-08-13,5.1,21,243,24
763,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",242,2025-08-02,8.1,79,382,11
764,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",223,2025-02-19,5.3,64,299,45
765,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",222,2025-02-17,2.2,29,262,12
766,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",247,2025-01-26,0.2,68,140,22
767,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",218,2025-05-10,1.0,17,52,48
768,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",209,2025-05-14,9.1,69,16,49
769,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",205,2025-03-03,8.2,25,403,19
770,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",231,2025-01-31,0.1,23,261,34
771,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",238,2025-03-17,3.1,15,52,41
772,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",236,2025-07-06,6.4,15,50,8
773,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",248,2025-03-02,3.1,78,161,38
774,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",229,2025-05-25,8.9,93,420,46
775,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",202,2025-02-15,4.2,50,295,40
776,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",245,2025-03-07,4.1,61,94,33
777,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",245,2025-04-11,9.6,61,223,9
778,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",218,2025-01-29,8.3,11,493,14
779,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",215,2025-06-21,9.6,64,213,49
780,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",250,2025-01-26,9.1,80,378,43
781,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",237,2025-05-30,5.8,68,489,7
782,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",214,2025-05-15,6.9,50,145,24
783,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",239,2025-02-04,5.9,91,451,42
784,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",234,2025-02-26,4.3,51,27,48
785,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",233,2025-01-23,7.4,70,210,36
786,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",214,2025-07-21,6.1,8,201,26
787,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",207,2025-07-03,1.3,93,303,39
788,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",212,2025-01-04,3.4,100,171,30
789,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",201,2025-03-30,6.1,89,411,17
790,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",231,2025-01-07,3.8,75,285,33
791,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",225,2025-03-18,6.8,44,381,10
792,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",249,2025-07-02,2.8,61,366,28
793,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",232,2025-03-17,7.8,76,89,37
794,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",247,2025-07-08,9.7,44,200,42
795,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",217,2025-06-27,3.8,20,284,49
796,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",238,2025-06-14,4.3,28,412,50
797,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",219,2025-07-20,9.5,67,449,18
798,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",218,2025-02-12,4.5,6,157,1
799,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",244,2025-01-28,6.0,18,141,13
800,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",228,2025-01-17,5.8,50,220,42
801,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",221,2025-05-14,2.5,96,274,8
802,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",207,2025-07-16,5.6,47,211,13
803,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",240,2025-06-27,7.5,89,333,18
804,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",248,2025-04-27,3.7,80,374,38
805,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",241,2025-03-20,9.6,78,72,14
806,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",217,2025-02-27,1.2,67,204,37
807,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",227,2025-06-26,6.7,83,319,45
808,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",234,2025-06-29,6.3,39,133,38
809,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",209,2025-05-28,6.6,99,302,44
810,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",218,2025-03-06,2.0,78,355,35
811,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",206,2025-06-11,7.6,89,311,36
812,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",206,2025-02-13,5.2,56,386,14
813,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",227,2025-03-06,5.6,75,278,16
814,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",211,2025-04-17,2.3,92,272,34
815,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",205,2025-06-04,9.0,42,387,21
816,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",247,2025-07-08,5.2,88,80,19
817,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",212,2025-03-17,8.5,39,38,28
818,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",215,2025-03-09,2.6,82,208,5
819,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",201,2025-05-27,1.8,76,100,19
820,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",214,2025-06-21,10.0,55,213,15
821,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",221,2025-08-04,7.7,15,473,44
